"indicator","County","Year","subgroup1","subgroup_cat1","subgroup2","subgroup_cat2","aaRate10K","aaRate10Kpy","count","cRate10K","cRate10Kpy","dailyMean"
"Hospitalizations","Otsego","2004-2006","Total",,"Total",,38.85,12.951,230,36.50,12.167,0.210
"Hospitalizations","Otsego","2005-2007","Total",,"Total",,36.91,12.304,215,34.12,11.375,0.196
"Hospitalizations","Otsego","2006-2008","Total",,"Total",,35.43,11.811,206,32.78,10.928,0.188
"Hospitalizations","Otsego","2007-2009","Total",,"Total",,35.28,11.759,213,34.03,11.345,0.194
"Hospitalizations","Otsego","2008-2010","Total",,"Total",,32.90,10.967,196,31.43,10.476,0.179
"Hospitalizations","Otsego","2009-2011","Total",,"Total",,31.77,10.588,192,30.88,10.294,0.175
"Hospitalizations","Otsego","2010-2012","Total",,"Total",,27.42,9.139,166,26.78,8.926,0.151
"Hospitalizations","Otsego","2011-2013","Total",,"Total",,24.87,8.289,156,25.25,8.417,0.142
"Hospitalizations","Otsego","2012-2014","Total",,"Total",,21.59,7.196,134,21.81,7.270,0.122
"Hospitalizations","Otsego","2013-2015","Total",,"Total",,18.78,6.260,117,19.17,6.391,0.107
"Hospitalizations","Otsego","2014-2016","Total",,"Total",,14.84,4.946,89,14.70,4.901,0.081
"Hospitalizations","Otsego","2015-2017","Total",,"Total",,10.30,3.432,60,9.97,3.323,0.055
"Hospitalizations","Otsego","2016-2018","Total",,"Total",,8.46,2.820,42,7.01,2.335,0.038
"Hospitalizations","Otsego","2017-2019","Total",,"Total",,8.44,2.814,44,7.37,2.455,0.040
"Hospitalizations","Putnam","2000-2002","Total",,"Total",,22.42,7.472,212,21.83,7.276,0.193
"Hospitalizations","Putnam","2000-2019","Total",,"Total",,159.11,7.956,1534,154.99,7.750,0.210
"Hospitalizations","Putnam","2001-2003","Total",,"Total",,23.15,7.716,222,22.63,7.544,0.203
"Hospitalizations","Putnam","2002-2004","Total",,"Total",,23.81,7.938,230,23.26,7.752,0.210
"Hospitalizations","Putnam","2003-2005","Total",,"Total",,26.50,8.833,260,26.17,8.725,0.237
"Hospitalizations","Putnam","2004-2006","Total",,"Total",,24.80,8.267,243,24.43,8.143,0.222
"Hospitalizations","Putnam","2005-2007","Total",,"Total",,25.37,8.456,245,24.63,8.211,0.224
"Hospitalizations","Putnam","2006-2008","Total",,"Total",,26.48,8.826,258,25.94,8.648,0.235
"Hospitalizations","Putnam","2007-2009","Total",,"Total",,29.41,9.804,288,28.93,9.643,0.263
"Hospitalizations","Putnam","2008-2010","Total",,"Total",,29.36,9.787,289,29.01,9.670,0.264
"Hospitalizations","Putnam","2009-2011","Total",,"Total",,29.39,9.796,286,28.68,9.560,0.261
"Hospitalizations","Putnam","2010-2012","Total",,"Total",,25.97,8.657,250,25.07,8.358,0.228
"Hospitalizations","Putnam","2011-2013","Total",,"Total",,25.33,8.442,244,24.48,8.160,0.223
"Hospitalizations","Putnam","2012-2014","Total",,"Total",,22.43,7.478,218,21.90,7.300,0.199
"Hospitalizations","Putnam","2013-2015","Total",,"Total",,23.42,7.808,226,22.74,7.579,0.206
"Hospitalizations","Putnam","2014-2016","Total",,"Total",,21.81,7.270,206,20.78,6.927,0.188
"Hospitalizations","Putnam","2015-2017","Total",,"Total",,20.27,6.756,188,19.00,6.334,0.172
"Hospitalizations","Putnam","2016-2018","Total",,"Total",,19.41,6.469,177,17.91,5.971,0.161
"Hospitalizations","Putnam","2017-2019","Total",,"Total",,18.29,6.095,166,16.82,5.608,0.152
"Hospitalizations","Queens","2000-2002","Total",,"Total",,68.93,22.978,14762,66.23,22.078,13.469
"Hospitalizations","Queens","2000-2019","Total",,"Total",,371.37,18.569,80660,359.83,17.992,11.042
"Hospitalizations","Queens","2001-2003","Total",,"Total",,72.40,24.135,15416,69.33,23.111,14.079
"Hospitalizations","Queens","2002-2004","Total",,"Total",,73.37,24.455,15536,70.22,23.406,14.175
"Hospitalizations","Queens","2003-2005","Total",,"Total",,72.55,24.183,15253,69.35,23.116,13.917
"Hospitalizations","Queens","2004-2006","Total",,"Total",,69.25,23.084,14462,66.16,22.054,13.195
"Hospitalizations","Queens","2005-2007","Total",,"Total",,67.89,22.631,14105,64.74,21.579,12.881
"Hospitalizations","Queens","2006-2008","Total",,"Total",,67.72,22.574,14085,64.56,21.521,12.851
"Hospitalizations","Queens","2007-2009","Total",,"Total",,65.77,21.922,13780,62.75,20.916,12.573
"Hospitalizations","Queens","2008-2010","Total",,"Total",,62.71,20.902,13328,60.17,20.056,12.161
"Hospitalizations","Queens","2009-2011","Total",,"Total",,58.58,19.528,12699,56.80,18.933,11.597
"Hospitalizations","Queens","2010-2012","Total",,"Total",,55.39,18.462,12242,54.31,18.103,11.170
"Hospitalizations","Queens","2011-2013","Total",,"Total",,52.46,17.487,11793,51.91,17.305,10.760
"Hospitalizations","Queens","2012-2014","Total",,"Total",,51.17,17.055,11599,50.74,16.913,10.583
"Hospitalizations","Queens","2013-2015","Total",,"Total",,47.70,15.901,10917,47.52,15.841,9.970
"Hospitalizations","Queens","2014-2016","Total",,"Total",,41.79,13.930,9525,41.34,13.782,8.691
"Hospitalizations","Queens","2015-2017","Total",,"Total",,35.17,11.725,7975,34.63,11.544,7.276
"Hospitalizations","Queens","2016-2018","Total",,"Total",,31.03,10.343,6873,29.98,9.994,6.271
"Hospitalizations","Queens","2017-2019","Total",,"Total",,29.70,9.898,6546,28.78,9.592,5.978
"Hospitalizations","Rensselaer","2000-2002","Total",,"Total",,29.37,9.791,438,28.66,9.554,0.400
"Hospitalizations","Rensselaer","2000-2019","Total",,"Total",,216.22,10.811,3301,209.49,10.474,0.452
"Hospitalizations","Rensselaer","2001-2003","Total",,"Total",,32.27,10.756,479,31.24,10.414,0.437
"Hospitalizations","Rensselaer","2002-2004","Total",,"Total",,34.85,11.617,521,33.78,11.258,0.475
"Hospitalizations","Rensselaer","2003-2005","Total",,"Total",,41.01,13.671,615,39.61,13.202,0.561
"Hospitalizations","Rensselaer","2004-2006","Total",,"Total",,45.07,15.024,678,43.37,14.458,0.619
"Hospitalizations","Rensselaer","2005-2007","Total",,"Total",,46.73,15.575,706,44.91,14.968,0.645
"Hospitalizations","Rensselaer","2006-2008","Total",,"Total",,44.39,14.798,679,42.92,14.308,0.620
"Hospitalizations","Rensselaer","2007-2009","Total",,"Total",,45.03,15.011,696,43.83,14.609,0.635
"Hospitalizations","Rensselaer","2008-2010","Total",,"Total",,44.55,14.852,694,43.60,14.534,0.633
"Hospitalizations","Rensselaer","2009-2011","Total",,"Total",,41.27,13.757,640,40.16,13.387,0.584
"Hospitalizations","Rensselaer","2010-2012","Total",,"Total",,34.86,11.620,540,33.87,11.288,0.493
"Hospitalizations","Rensselaer","2011-2013","Total",,"Total",,32.21,10.736,498,31.22,10.406,0.454
"Hospitalizations","Rensselaer","2012-2014","Total",,"Total",,33.05,11.017,510,31.97,10.655,0.465
"Hospitalizations","Rensselaer","2013-2015","Total",,"Total",,30.86,10.287,481,30.15,10.049,0.439
"Hospitalizations","Rensselaer","2014-2016","Total",,"Total",,26.41,8.803,410,25.71,8.570,0.374
"Hospitalizations","Rensselaer","2015-2017","Total",,"Total",,18.78,6.260,291,18.27,6.089,0.266
"Hospitalizations","Rensselaer","2016-2018","Total",,"Total",,14.34,4.779,211,13.25,4.416,0.193
"Hospitalizations","Rensselaer","2017-2019","Total",,"Total",,13.12,4.374,187,11.76,3.919,0.171
"Hospitalizations","Richmond","2000-2002","Total",,"Total",,54.11,18.037,2423,53.96,17.988,2.211
"Hospitalizations","Richmond","2000-2019","Total",,"Total",,334.28,16.714,15586,335.39,16.770,2.134
"Hospitalizations","Richmond","2001-2003","Total",,"Total",,52.93,17.643,2385,52.70,17.566,2.178
"Hospitalizations","Richmond","2002-2004","Total",,"Total",,51.21,17.069,2317,50.90,16.967,2.114
"Hospitalizations","Richmond","2003-2005","Total",,"Total",,50.68,16.892,2293,50.22,16.740,2.092
"Hospitalizations","Richmond","2004-2006","Total",,"Total",,49.86,16.621,2257,49.37,16.457,2.059
"Hospitalizations","Richmond","2005-2007","Total",,"Total",,50.95,16.983,2315,50.54,16.846,2.114
"Hospitalizations","Richmond","2006-2008","Total",,"Total",,53.04,17.681,2443,53.07,17.691,2.229
"Hospitalizations","Richmond","2007-2009","Total",,"Total",,57.89,19.297,2707,58.41,19.471,2.470
"Hospitalizations","Richmond","2008-2010","Total",,"Total",,60.40,20.133,2865,61.38,20.460,2.614
"Hospitalizations","Richmond","2009-2011","Total",,"Total",,61.25,20.416,2945,62.77,20.922,2.689
"Hospitalizations","Richmond","2010-2012","Total",,"Total",,60.10,20.032,2924,62.16,20.719,2.668
"Hospitalizations","Richmond","2011-2013","Total",,"Total",,57.96,19.320,2828,60.02,20.008,2.580
"Hospitalizations","Richmond","2012-2014","Total",,"Total",,55.52,18.507,2694,57.14,19.048,2.458
"Hospitalizations","Richmond","2013-2015","Total",,"Total",,50.47,16.824,2433,51.54,17.181,2.222
"Hospitalizations","Richmond","2014-2016","Total",,"Total",,46.45,15.484,2216,46.87,15.624,2.022
"Hospitalizations","Richmond","2015-2017","Total",,"Total",,39.66,13.220,1862,39.28,13.094,1.699
"Hospitalizations","Richmond","2016-2018","Total",,"Total",,35.12,11.708,1605,33.77,11.255,1.464
"Hospitalizations","Richmond","2017-2019","Total",,"Total",,30.68,10.228,1404,29.49,9.831,1.282
"Hospitalizations","Rockland","2000-2002","Total",,"Total",,33.41,11.138,974,33.51,11.169,0.889
"Hospitalizations","Rockland","2000-2019","Total",,"Total",,196.66,9.833,6277,202.90,10.145,0.859
"Hospitalizations","Rockland","2001-2003","Total",,"Total",,36.25,12.083,1067,36.35,12.117,0.974
"Hospitalizations","Rockland","2002-2004","Total",,"Total",,33.48,11.161,992,33.53,11.177,0.905
"Hospitalizations","Rockland","2003-2005","Total",,"Total",,31.05,10.349,924,31.06,10.353,0.843
"Hospitalizations","Rockland","2004-2006","Total",,"Total",,30.53,10.175,915,30.65,10.216,0.835
"Hospitalizations","Rockland","2005-2007","Total",,"Total",,29.67,9.889,901,30.04,10.013,0.823
"Hospitalizations","Rockland","2006-2008","Total",,"Total",,31.55,10.517,972,32.17,10.723,0.887
"Hospitalizations","Rockland","2007-2009","Total",,"Total",,33.93,11.309,1061,34.76,11.586,0.968
"Hospitalizations","Rockland","2008-2010","Total",,"Total",,35.69,11.897,1137,36.81,12.271,1.037
"Hospitalizations","Rockland","2009-2011","Total",,"Total",,38.11,12.702,1240,39.72,13.239,1.132
"Hospitalizations","Rockland","2010-2012","Total",,"Total",,36.74,12.247,1227,38.95,12.982,1.120
"Hospitalizations","Rockland","2011-2013","Total",,"Total",,36.23,12.076,1229,38.73,12.911,1.121
"Hospitalizations","Rockland","2012-2014","Total",,"Total",,32.70,10.900,1124,35.21,11.738,1.026
"Hospitalizations","Rockland","2013-2015","Total",,"Total",,28.74,9.580,1000,31.14,10.381,0.913
"Hospitalizations","Rockland","2014-2016","Total",,"Total",,24.30,8.099,846,26.24,8.746,0.772
"Hospitalizations","Rockland","2015-2017","Total",,"Total",,19.64,6.545,682,21.08,7.025,0.622
"Hospitalizations","Rockland","2016-2018","Total",,"Total",,17.08,5.694,596,18.37,6.123,0.544
"Hospitalizations","Rockland","2017-2019","Total",,"Total",,15.46,5.154,542,16.66,5.554,0.495
"Hospitalizations","St. Lawrence","2000-2002","Total",,"Total",,50.56,16.854,541,48.50,16.166,0.494
"Hospitalizations","St. Lawrence","2000-2019","Total",,"Total",,227.61,11.381,2440,219.78,10.989,0.334
"Hospitalizations","St. Lawrence","2001-2003","Total",,"Total",,51.96,17.318,555,49.83,16.611,0.507
"Hospitalizations","St. Lawrence","2002-2004","Total",,"Total",,53.87,17.955,579,51.99,17.331,0.528
"Hospitalizations","St. Lawrence","2003-2005","Total",,"Total",,53.48,17.826,579,51.94,17.314,0.528
"Hospitalizations","St. Lawrence","2004-2006","Total",,"Total",,52.71,17.569,572,51.28,17.094,0.522
"Hospitalizations","St. Lawrence","2005-2007","Total",,"Total",,47.47,15.824,516,46.24,15.415,0.471
"Hospitalizations","St. Lawrence","2006-2008","Total",,"Total",,41.40,13.801,451,40.41,13.470,0.411
"Hospitalizations","St. Lawrence","2007-2009","Total",,"Total",,36.91,12.302,405,36.22,12.074,0.370
"Hospitalizations","St. Lawrence","2008-2010","Total",,"Total",,34.70,11.565,383,34.23,11.410,0.349
"Hospitalizations","St. Lawrence","2009-2011","Total",,"Total",,35.58,11.861,388,34.62,11.539,0.354
"Hospitalizations","St. Lawrence","2010-2012","Total",,"Total",,32.60,10.868,356,31.74,10.581,0.325
"Hospitalizations","St. Lawrence","2011-2013","Total",,"Total",,30.33,10.110,330,29.41,9.805,0.301
"Hospitalizations","St. Lawrence","2012-2014","Total",,"Total",,23.78,7.926,259,23.14,7.715,0.236
"Hospitalizations","St. Lawrence","2013-2015","Total",,"Total",,20.71,6.904,223,20.05,6.682,0.204
"Hospitalizations","St. Lawrence","2014-2016","Total",,"Total",,17.11,5.703,176,15.94,5.313,0.161
"Hospitalizations","St. Lawrence","2015-2017","Total",,"Total",,13.82,4.606,139,12.69,4.231,0.127
"Hospitalizations","St. Lawrence","2016-2018","Total",,"Total",,11.43,3.810,112,10.29,3.431,0.102
"Hospitalizations","St. Lawrence","2017-2019","Total",,"Total",,11.51,3.837,111,10.25,3.418,0.101
"Hospitalizations","Saratoga","2000-2002","Total",,"Total",,19.83,6.611,397,19.46,6.488,0.362
"Hospitalizations","Saratoga","2000-2019","Total",,"Total",,120.74,6.037,2612,119.63,5.981,0.358
"Hospitalizations","Saratoga","2001-2003","Total",,"Total",,21.75,7.249,440,21.30,7.099,0.402
"Hospitalizations","Saratoga","2002-2004","Total",,"Total",,21.40,7.133,439,20.99,6.998,0.401
"Hospitalizations","Saratoga","2003-2005","Total",,"Total",,22.55,7.515,468,22.15,7.383,0.427
"Hospitalizations","Saratoga","2004-2006","Total",,"Total",,22.17,7.389,465,21.83,7.276,0.424
"Hospitalizations","Saratoga","2005-2007","Total",,"Total",,23.32,7.772,495,23.08,7.694,0.452
"Hospitalizations","Saratoga","2006-2008","Total",,"Total",,23.74,7.914,508,23.53,7.843,0.464
"Hospitalizations","Saratoga","2007-2009","Total",,"Total",,23.81,7.938,516,23.75,7.917,0.471
"Hospitalizations","Saratoga","2008-2010","Total",,"Total",,23.66,7.886,517,23.64,7.881,0.472
"Hospitalizations","Saratoga","2009-2011","Total",,"Total",,23.07,7.690,517,23.50,7.835,0.472
"Hospitalizations","Saratoga","2010-2012","Total",,"Total",,19.81,6.602,452,20.43,6.810,0.412
"Hospitalizations","Saratoga","2011-2013","Total",,"Total",,17.94,5.979,414,18.60,6.201,0.378
"Hospitalizations","Saratoga","2012-2014","Total",,"Total",,16.18,5.394,368,16.45,5.484,0.336
"Hospitalizations","Saratoga","2013-2015","Total",,"Total",,14.71,4.902,338,15.03,5.010,0.309
"Hospitalizations","Saratoga","2014-2016","Total",,"Total",,12.39,4.129,279,12.35,4.117,0.255
"Hospitalizations","Saratoga","2015-2017","Total",,"Total",,9.53,3.175,222,9.76,3.253,0.203
"Hospitalizations","Saratoga","2016-2018","Total",,"Total",,8.55,2.851,197,8.61,2.869,0.180
"Hospitalizations","Saratoga","2017-2019","Total",,"Total",,8.78,2.928,200,8.70,2.901,0.183
"Hospitalizations","Schenectady","2000-2002","Total",,"Total",,33.94,11.313,488,33.26,11.088,0.445
"Hospitalizations","Schenectady","2000-2019","Total",,"Total",,210.25,10.512,3139,206.00,10.300,0.430
"Hospitalizations","Schenectady","2001-2003","Total",,"Total",,38.43,12.809,553,37.58,12.528,0.505
"Hospitalizations","Schenectady","2002-2004","Total",,"Total",,39.09,13.030,566,38.24,12.748,0.516
"Hospitalizations","Schenectady","2003-2005","Total",,"Total",,44.89,14.964,659,44.23,14.743,0.601
"Hospitalizations","Schenectady","2004-2006","Total",,"Total",,44.22,14.740,651,43.32,14.439,0.594
"Hospitalizations","Schenectady","2005-2007","Total",,"Total",,42.71,14.235,635,41.94,13.979,0.580
"Hospitalizations","Schenectady","2006-2008","Total",,"Total",,39.02,13.008,582,38.17,12.724,0.531
"Hospitalizations","Schenectady","2007-2009","Total",,"Total",,37.40,12.467,571,37.26,12.422,0.521
"Hospitalizations","Schenectady","2008-2010","Total",,"Total",,36.14,12.045,557,36.15,12.049,0.508
"Hospitalizations","Schenectady","2009-2011","Total",,"Total",,34.24,11.413,533,34.48,11.493,0.487
"Hospitalizations","Schenectady","2010-2012","Total",,"Total",,30.81,10.272,483,31.18,10.393,0.441
"Hospitalizations","Schenectady","2011-2013","Total",,"Total",,27.71,9.237,443,28.59,9.530,0.404
"Hospitalizations","Schenectady","2012-2014","Total",,"Total",,24.51,8.170,395,25.49,8.495,0.360
"Hospitalizations","Schenectady","2013-2015","Total",,"Total",,23.56,7.853,371,23.95,7.984,0.339
"Hospitalizations","Schenectady","2014-2016","Total",,"Total",,21.29,7.098,319,20.62,6.872,0.291
"Hospitalizations","Schenectady","2015-2017","Total",,"Total",,19.77,6.590,290,18.75,6.251,0.265
"Hospitalizations","Schenectady","2016-2018","Total",,"Total",,18.64,6.213,267,17.25,5.751,0.244
"Hospitalizations","Schenectady","2017-2019","Total",,"Total",,19.52,6.508,284,18.32,6.106,0.259
"Hospitalizations","Schoharie","2000-2002","Total",,"Total",,16.54,5.513,52,16.40,5.468,0.047
"Hospitalizations","Schoharie","2000-2019","Total",,"Total",,114.13,5.707,344,107.45,5.372,0.047
"Hospitalizations","Schoharie","2001-2003","Total",,"Total",,15.22,5.074,48,15.06,5.020,0.044
"Hospitalizations","Schoharie","2002-2004","Total",,"Total",,15.46,5.153,49,15.29,5.097,0.045
"Hospitalizations","Schoharie","2003-2005","Total",,"Total",,19.03,6.344,61,18.89,6.297,0.056
"Hospitalizations","Schoharie","2004-2006","Total",,"Total",,21.88,7.295,66,20.31,6.769,0.060
"Hospitalizations","Schoharie","2005-2007","Total",,"Total",,22.87,7.624,69,21.10,7.034,0.063
"Hospitalizations","Schoharie","2006-2008","Total",,"Total",,25.57,8.524,74,22.55,7.517,0.068
"Hospitalizations","Schoharie","2007-2009","Total",,"Total",,26.95,8.982,81,24.66,8.218,0.074
"Hospitalizations","Schoharie","2008-2010","Total",,"Total",,26.08,8.694,75,22.88,7.626,0.068
"Hospitalizations","Schoharie","2009-2011","Total",,"Total",,21.94,7.315,63,19.27,6.423,0.058
"Hospitalizations","Schoharie","2010-2012","Total",,"Total",,18.85,6.282,55,16.95,5.650,0.050
"Hospitalizations","Schoharie","2011-2013","Total",,"Total",,15.82,5.274,50,15.53,5.178,0.046
"Hospitalizations","Schoharie","2012-2014","Total",,"Total",,15.99,5.331,52,16.30,5.433,0.047
"Hospitalizations","Schoharie","2013-2015","Total",,"Total",,14.93,4.976,46,14.52,4.838,0.042
"Hospitalizations","Schoharie","2014-2016","Total",,"Total",,11.94,3.979,36,11.43,3.810,0.033
"Hospitalizations","Schoharie","2015-2017","Total",,"Total",,8.22,2.738,24,7.66,2.554,0.022
"Hospitalizations","Schoharie","2016-2018","Total",,"Total",,5.83,1.944,19,6.08,2.028,0.017
"Hospitalizations","Schoharie","2017-2019","Total",,"Total",,7.16,2.386,22,7.07,2.355,0.020
"Hospitalizations","Schuyler","2000-2002","Total",,"Total",,32.89,10.963,64,33.34,11.114,0.058
"Hospitalizations","Schuyler","2000-2019","Total",,"Total",,159.03,7.952,302,163.00,8.150,0.041
"Hospitalizations","Schuyler","2001-2003","Total",,"Total",,40.38,13.458,77,40.17,13.390,0.070
"Hospitalizations","Schuyler","2002-2004","Total",,"Total",,33.20,11.068,62,32.42,10.808,0.057
"Hospitalizations","Schuyler","2003-2005","Total",,"Total",,31.60,10.533,60,31.54,10.514,0.055
"Hospitalizations","Schuyler","2004-2006","Total",,"Total",,29.11,9.704,56,29.65,9.882,0.051
"Hospitalizations","Schuyler","2005-2007","Total",,"Total",,27.97,9.323,54,28.75,9.585,0.049
"Hospitalizations","Schuyler","2006-2008","Total",,"Total",,24.63,8.208,46,24.60,8.199,0.042
"Hospitalizations","Schuyler","2007-2009","Total",,"Total",,20.72,6.908,40,21.53,7.175,0.036
"Hospitalizations","Schuyler","2008-2010","Total",,"Total",,24.17,8.055,48,26.00,8.668,0.044
"Hospitalizations","Schuyler","2009-2011","Total",,"Total",,27.59,9.198,55,29.92,9.974,0.050
"Hospitalizations","Schuyler","2010-2012","Total",,"Total",,27.63,9.209,56,30.41,10.137,0.051
